,year_x,rank_x,country,regional indicator_x,ladder score_x,log GDP per capita_x,social support_x,healthy life expectancy_x,freedom to make life choices_x,generosity_x,perceptions of corruption_x,dystopia + residual_x,whisker-high_x,whisker-low_x,year_y,rank_y,regional indicator_y,ladder score_y,log GDP per capita_y,social support_y,healthy life expectancy_y,freedom to make life choices_y,generosity_y,perceptions of corruption_y,dystopia + residual_y,whisker-high_y,whisker-low_y,Change_of_ladder_score,Change_of_ftmlc_rate,Change_of_poc_rate,Change_of_ss_rate,lockdown,_merge
23,2023,25,Singapore,Southeast Asia,6.587,2.168,1.354,0.607,0.66,0.17,0.561,1.067,6.72,6.454,2020,31,Southeast Asia,6.377099991,1.519580126,1.39545691,1.137814283,0.635317206,0.218770906,0.533162236,0.937031746,6.442287445,6.311912537,0.20990000900000005,0.024682794000000063,0.027837764000000043,-0.04145690999999996,Partial,both
24,2023,26,United Arab Emirates,Middle East and North Africa,6.571,2.015,1.223,0.401,0.745,0.188,0.247,1.752,6.656,6.486,2020,21,Middle East and North Africa,6.790800095,1.431086421,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,6.870568752,6.711031437,-0.21980009500000008,0.092063899,0.026786482,-0.02817099299999981,Full,both
25,2023,27,Taiwan Province of China,East Asia,6.535,1.89,1.372,0.492,0.562,0.067,0.178,1.974,6.627,6.444,2020,25,East Asia,6.45539999,1.327470541,1.357760668,0.878437996,0.449404389,0.150598705,0.131516352,2.160238743,6.532113552,6.378686428,0.07960001000000005,0.11259561100000004,0.04648364799999999,0.014239332000000049,Full,both
26,2023,28,Uruguay,Latin America and Caribbean,6.494,1.617,1.445,0.435,0.683,0.102,0.254,1.958,6.583,6.404,2020,26,Latin America and Caribbean,6.440100193,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.193425074,2.167276382,6.529121399,6.351078987,0.05389980699999963,0.08873293000000004,0.060574926,0.019918866000000035,Full,both
27,2023,29,Slovakia,Central and Eastern Europe,6.469,1.731,1.544,0.472,0.494,0.128,0.022,2.078,6.578,6.36,2020,37,Central and Eastern Europe,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441,2.256422043,6.35683918,6.204360962,0.18839992900000002,0.070457471,0.010708559,0.11966881200000001,Full,both
28,2023,30,Saudi Arabia,Middle East and North Africa,6.463,1.861,1.37,0.351,0.682,0.093,0.17,1.936,6.581,6.344,2020,27,Middle East and North Africa,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,6.517305851,6.295693874,0.05650013700000045,0.13352252900000006,0.0066776850000000165,0.060049887000000135,Full,both
29,2023,31,Estonia,Central and Eastern Europe,6.455,1.798,1.526,0.494,0.728,0.153,0.372,1.383,6.534,6.377,2020,51,Central and Eastern Europe,6.021800041,1.192441225,1.453232527,0.842615008,0.576664805,0.125136748,0.201766819,1.629928112,6.092330933,5.95126915,0.4331999590000004,0.15133519500000003,0.170233181,0.07276747300000008,Full,both
30,2023,32,Spain,Western Europe,6.436,1.798,1.491,0.567,0.533,0.101,0.157,1.789,6.519,6.354,2020,28,Western Europe,6.400899887,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,6.483808517,6.317991257,0.03510011300000038,0.10701618400000001,0.047420221,0.06990081400000014,Full,both
31,2023,33,Italy,Western Europe,6.405,1.832,1.365,0.559,0.438,0.097,0.063,2.052,6.511,6.298,2020,30,Western Europe,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997,6.47224474,6.302555561,0.01759984999999986,0.11669442699999999,0.022854402000000003,0.017703999999999942,Full,both
32,2023,34,Kosovo,Central and Eastern Europe,6.368,1.374,1.269,0.372,0.639,0.275,0.045,2.393,6.485,6.25,2020,35,Central and Eastern Europe,6.325200081,0.840481341,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2.736902714,6.427544117,6.222856045,0.04279991900000013,0.08171957900000004,0.036440976,0.08503717799999988,Partial,both
33,2023,35,Chile,Latin America and Caribbean,6.334,1.645,1.384,0.511,0.546,0.131,0.076,2.04,6.424,6.243,2020,39,Latin America and Caribbean,6.228499889,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,2.283012867,6.318118572,6.138881207,0.10550011099999956,0.12851777300000006,0.01315065,0.06071310899999993,Full,both
34,2023,36,Mexico,Latin America and Caribbean,6.33,1.55,1.169,0.389,0.632,0.086,0.115,2.389,6.441,6.218,2020,24,Latin America and Caribbean,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.662540197,6.559319973,6.370680332,-0.135000153,0.07810744700000005,0.03186633200000001,-0.057333499000000065,Partial,both
35,2023,37,Malta,Western Europe,6.3,1.841,1.468,0.547,0.671,0.2,0.143,1.429,6.388,6.212,2020,22,Western Europe,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062,6.856997967,6.688601971,-0.47279996900000043,0.03776096900000003,-0.03586407700000002,0.025043075999999997,Full,both
36,2023,38,Panama,Latin America and Caribbean,6.265,1.714,1.402,0.475,0.63,0.065,0.036,1.943,6.424,6.105,2020,36,Latin America and Caribbean,6.304800034,1.097667813,1.376149297,0.878546536,0.57984978,0.097207308,0.054230526,2.221176147,6.421860695,6.187739372,-0.03980003400000065,0.05015022000000002,-0.018230526000000004,0.02585070299999992,Full,both
37,2023,39,Poland,Central and Eastern Europe,6.26,1.767,1.474,0.477,0.511,0.12,0.139,1.772,6.343,6.177,2020,43,Central and Eastern Europe,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981,6.255880356,6.116719246,0.07370019900000013,-0.04690352799999997,-0.021541250999999983,0.16360022900000004,Full,both
38,2023,40,Nicaragua,Latin America and Caribbean,6.259,1.109,1.292,0.385,0.66,0.148,0.218,2.448,6.408,6.109,2020,46,Latin America and Caribbean,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114,6.262318611,6.011881828,0.12189978000000057,0.09988269599999999,0.04391542600000001,0.021187250000000102,No,both
39,2023,41,Latvia,Central and Eastern Europe,6.213,1.737,1.505,0.405,0.58,0.107,0.071,1.808,6.295,6.131,2020,57,Central and Eastern Europe,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054,6.018282413,5.881717205,0.2630001909999997,0.250801193,-0.019391524000000007,0.09060121099999985,Full,both
40,2023,42,Bahrain,Middle East and North Africa,6.173,1.883,1.269,0.389,0.748,0.199,0.138,1.546,6.369,5.977,2020,40,Middle East and North Africa,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362,6.387789249,6.066811085,-0.054300167000000066,0.13760009799999995,0.011302743000000004,-0.04632371000000002,Full,both
41,2023,43,Guatemala,Latin America and Caribbean,6.15,1.287,1.188,0.31,0.631,0.106,0.066,2.562,6.362,5.939,2020,29,Latin America and Caribbean,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093,6.5133605,6.284439564,-0.24890003199999988,0.017853278000000028,-0.032360299999999995,0.013732945999999968,No,both
42,2023,44,Kazakhstan,Commonwealth of Independent States,6.144,1.664,1.491,0.389,0.628,0.136,0.149,1.688,6.239,6.049,2020,50,Commonwealth of Independent States,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631,6.1426301,5.973169804,0.08610004800000048,0.13056785799999998,0.03853631399999999,0.037732306000000104,No,both
43,2023,45,Serbia,Central and Eastern Europe,6.144,1.552,1.343,0.424,0.617,0.246,0.081,1.881,6.299,5.988,2020,64,Central and Eastern Europe,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098,5.877596378,5.678803921,0.36579985000000015,0.22157158100000002,0.021552853000000004,0.015551035999999963,Full,both
44,2023,46,Cyprus,Western Europe,6.13,1.824,1.224,0.58,0.455,0.104,0.05,1.893,6.236,6.024,2020,45,Western Europe,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805,6.258187771,6.059812069,-0.0289999200000004,-0.004385871999999957,-0.0012071440000000003,0.07482924400000002,Full,both
45,2023,47,Japan,East Asia,6.129,1.825,1.396,0.622,0.556,0.009,0.207,1.513,6.211,6.047,2020,62,East Asia,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,5.951927662,5.789672375,0.25819998199999983,0.06053412500000005,0.025560362000000003,0.063661309,Full,both
46,2023,48,Croatia,Central and Eastern Europe,6.125,1.727,1.455,0.475,0.5,0.087,0.003,1.88,6.237,6.013,2020,79,Central and Eastern Europe,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205,5.578756332,5.430644035,0.6202998160000002,0.118543118,-0.009325006,0.14373512700000002,Partial,both
47,2023,49,Brazil,Latin America and Caribbean,6.125,1.454,1.25,0.387,0.558,0.131,0.137,2.205,6.252,5.997,2020,32,Latin America and Caribbean,6.375599861,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313,6.455549717,6.295650005,-0.2505998610000004,0.07470727100000008,0.030481396000000008,-0.11346411699999992,No,both
48,2023,50,El Salvador,Latin America and Caribbean,6.122,1.278,1.044,0.383,0.713,0.079,0.222,2.403,6.257,5.986,2020,34,Latin America and Caribbean,6.34829998,0.748940408,1.149397612,0.752730012,0.524043918,0.1189363,0.117030352,2.937191725,6.462466717,6.234133244,-0.2262999800000003,0.18895608199999991,0.104969648,-0.10539761199999997,No,both
49,2023,51,Hungary,Central and Eastern Europe,6.041,1.754,1.519,0.435,0.501,0.105,0.065,1.663,6.149,5.933,2020,53,Central and Eastern Europe,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173,2.121845722,6.077767372,5.923032761,0.04059993400000028,0.11459819799999998,0.03745182700000001,0.09599060399999981,Full,both
50,2023,52,Argentina,Latin America and Caribbean,6.024,1.59,1.388,0.427,0.587,0.088,0.082,1.861,6.147,5.9,2020,55,Latin America and Caribbean,5.974699974,1.028465629,1.372543693,0.849773705,0.520840347,0.070100471,0.060415059,2.072540998,6.079445839,5.869954109,0.04930002600000005,0.06615965299999993,0.021584941000000003,0.015456307000000002,Full,both
51,2023,53,Honduras,Latin America and Caribbean,6.023,1.115,1.072,0.341,0.613,0.189,0.062,2.631,6.196,5.849,2020,56,Latin America and Caribbean,5.953199863,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,2.464295387,6.082033634,5.824366093,0.06980013699999965,0.04485192299999996,-0.024807101999999998,-0.11466410400000004,Partial,both
52,2023,54,Uzbekistan,Commonwealth of Independent States,6.014,1.227,1.347,0.375,0.74,0.26,0.208,1.856,6.13,5.899,2020,38,Commonwealth of Independent States,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,2.073346615,6.36388588,6.151313782,-0.24359983100000004,0.04672967399999994,-0.07226026500000002,-0.08702004200000002,Partial,both
53,2023,55,Malaysia,Southeast Asia,6.012,1.665,1.155,0.385,0.659,0.222,0.122,1.804,6.167,5.858,2020,82,Southeast Asia,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815,5.479953289,5.288647175,0.6276997679999994,0.062058469000000005,0.059836866999999995,-0.019002289999999977,Full,both
